Paragraph,Strict Score,Agressive Score,Difference
3.1.2.7,0.036000000000000004,0.035,0.0010000000000000009
2.1.1.3,0.06999999999999999,0.06899999999999999,0.0010000000000000009
3.3.4.7,0.003,0.002,0.001
3.3.4.4,0.003,0.002,0.001
3.3.4.5,0.003,0.002,0.001
3.3.4.6,0.003,0.002,0.001
3.3.5.5,0.004,0.003,0.001
3.3.4.8,0.003,0.002,0.001
3.3.4.9,0.003,0.002,0.001
3.3.4.10,0.003,0.002,0.001
3.3.4.11,0.003,0.002,0.001
3.3.4.12,0.003,0.002,0.001
3.3.4.13,0.003,0.002,0.001
3.3.5.6,0.004,0.003,0.001
2.1.9.8,0.003,0.002,0.001
3.1.2.8,0.003,0.002,0.001
2.2.11.1,0.005,0.004,0.001
2.2.4.12,0.003,0.002,0.001
2.2.4.13,0.003,0.002,0.001
2.2.10.1,0.005,0.004,0.001
2.2.10.2,0.005,0.004,0.001
2.2.10.3,0.005,0.004,0.001
2.2.10.5,0.005,0.004,0.001
3.1.1.19n69,0.003,0.002,0.001
2.2.10.7,0.005,0.004,0.001
2.2.10.10,0.005,0.004,0.001
2.2.11.2,0.005,0.004,0.001
2.3.3.10,0.004,0.003,0.001
2.2.11.3,0.005,0.004,0.001
2.2.11.4,0.005,0.004,0.001
2.2.11.5,0.005,0.004,0.001
2.2.11.6,0.005,0.004,0.001
2.2.12.1,0.005,0.004,0.001
2.2.12.2,0.005,0.004,0.001
2.2.12.3,0.005,0.004,0.001
2.3.3.3,0.004,0.003,0.001
2.3.3.8,0.004,0.003,0.001
2.2.4.11,0.003,0.002,0.001
2.2.4.10,0.003,0.002,0.001
2.2.4.9,0.003,0.002,0.001
2.2.2.27,0.004,0.003,0.001
1.4.1.1,0.003,0.002,0.001
1.4.1.2,0.003,0.002,0.001
1.4.1.3,0.003,0.002,0.001
1.4.1.4,0.003,0.002,0.001
2.1.9.9,0.003,0.002,0.001
2.1.9.10,0.003,0.002,0.001
2.1.9.11,0.003,0.002,0.001
2.1.9.12,0.003,0.002,0.001
2.1.9.13,0.003,0.002,0.001
2.1.9.13n56,0.003,0.002,0.001
2.2.1.3,0.005,0.004,0.001
2.2.1.4,0.005,0.004,0.001
2.2.1.6,0.005,0.004,0.001
2.2.1.7,0.005,0.004,0.001
2.2.1.8,0.005,0.004,0.001
2.2.2.8,0.004,0.003,0.001
2.2.2.21,0.004,0.003,0.001
2.2.2.25,0.004,0.003,0.001
2.2.2.26,0.004,0.003,0.001
2.3.3.9,0.004,0.003,0.001
2.2.10.6,0.005,0.004,0.001
3.1.1.21,0.003,0.002,0.001
3.1.1.20,0.003,0.002,0.001
3.1.1.12,0.004,0.003,0.001
3.1.1.14,0.004,0.003,0.001
3.1.1.16,0.003,0.002,0.001
3.1.1.17,0.003,0.002,0.001
3.1.1.18,0.003,0.002,0.001
1.4.7.6,0.028999999999999998,0.028,0.0009999999999999974
1.4.6.10,0.297,0.29600000000000004,0.0009999999999999454
3.2.6.9,0.0,0.0,0.0
2.3.9.21,0.0,0.0,0.0
2.3.9.22,0.0,0.0,0.0
3.2.5.2,0.0,0.0,0.0
3.3.5.3,0.0,0.0,0.0
3.3.5.4,0.0,0.0,0.0
3.2.5.1,0.0,0.0,0.0
2.3.9.23,0.0,0.0,0.0
3.2.4.2,0.0,0.0,0.0
3.2.4.1,0.0,0.0,0.0
2.2.5.1,0.0,0.0,0.0
3.3.6.3,0.0,0.0,0.0
2.3.9.24,0.0,0.0,0.0
2.3.9.25,0.0,0.0,0.0
2.3.9.26,0.0,0.0,0.0
2.3.9.27,0.0,0.0,0.0
2.3.9.28,0.0,0.0,0.0
App.3,0.0,0.0,0.0
3.2.5.5,0.0,0.0,0.0
2.2.5.2,0.0,0.0,0.0
App.5,0.0,0.0,0.0
2.2.5.3,0.0,0.0,0.0
2.2.8.8,0.0,0.0,0.0
2.2.8.7,0.0,0.0,0.0
2.2.8.3,0.0,0.0,0.0
2.2.8.2,0.0,0.0,0.0
2.2.8.1,0.0,0.0,0.0
2.2.7.6n*,0.0,0.0,0.0
2.2.7.6,0.0,0.0,0.0
2.2.7.5,0.0,0.0,0.0
2.2.7.4,0.0,0.0,0.0
2.2.7.3,0.0,0.0,0.0
2.2.7.2,0.0,0.0,0.0
2.2.5.18,0.0,0.0,0.0
2.2.5.17,0.0,0.0,0.0
2.2.5.15,0.0,0.0,0.0
2.2.5.14,0.0,0.0,0.0
2.2.5.13,0.0,0.0,0.0
2.2.5.12,0.0,0.0,0.0
2.2.5.11,0.0,0.0,0.0
2.2.5.10,0.0,0.0,0.0
2.2.5.9,0.0,0.0,0.0
2.2.5.8,0.0,0.0,0.0
2.2.5.7,0.0,0.0,0.0
2.2.5.6,0.0,0.0,0.0
2.2.5.5,0.0,0.0,0.0
2.2.5.4,0.0,0.0,0.0
App.4,0.0,0.0,0.0
2.3.9.29,0.0,0.0,0.0
App.6,0.0,0.0,0.0
App.7,0.0,0.0,0.0
Abs14,0.0,0.0,0.0
Abs15,0.0,0.0,0.0
Abs16,0.0,0.0,0.0
Abs17,0.0,0.0,0.0
Abs18,0.0,0.0,0.0
Abs19,0.0,0.0,0.0
Abs20,0.0,0.0,0.0
Abs21,0.0,0.0,0.0
Abs22,0.0,0.0,0.0
Abs23,0.0,0.0,0.0
Abs24,0.0,0.0,0.0
Abs25,0.0,0.0,0.0
1.3.7.6,0.0,0.0,0.0
1.3.7.5,0.098,0.098,0.0
1.3.5.5,0.0,0.0,0.0
1.3.5.4,0.0,0.0,0.0
1.2.3.9,0.032,0.032,0.0
Abs31,0.0,0.0,0.0
Abs32,0.0,0.0,0.0
Abs33,0.0,0.0,0.0
Abs34,0.0,0.0,0.0
Abs13,0.0,0.0,0.0
Abs12,0.0,0.0,0.0
1.3.7.7,0.0,0.0,0.0
1.4.7.7n53,0.025,0.025,0.0
App.8,0.0,0.0,0.0
App.9,0.0,0.0,0.0
3.2.6.10,0.0,0.0,0.0
2.3.9.30,0.0,0.0,0.0
3.1.1.11,0.001,0.001,0.0
0.2,0.0,0.0,0.0
2.1.8.2,0.067,0.067,0.0
2.1.5.2,0.032,0.032,0.0
2.1.5.1,0.032,0.032,0.0
Absi,0.0,0.0,0.0
1.3.8.5n21,0.002,0.002,0.0
Absii,0.0,0.0,0.0
Absiii,0.0,0.0,0.0
Absiv,0.0,0.0,0.0
1.4.5.19n45,0.122,0.122,0.0
3.1.1.22,0.001,0.001,0.0
3.1.1.23,0.001,0.001,0.0
1.3.13.19,0.05,0.05,0.0
1.3.12.23n23,0.001,0.001,0.0
1.3.9.11,0.0,0.0,0.0
2.2.8.9,0.0,0.0,0.0
2.2.8.10,0.0,0.0,0.0
2.2.8.14,0.0,0.0,0.0
2.3.5.4,0.0,0.0,0.0
2.3.8.9,0.0,0.0,0.0
2.3.8.8,0.0,0.0,0.0
2.3.8.7,0.0,0.0,0.0
2.3.8.6,0.0,0.0,0.0
2.3.8.5,0.0,0.0,0.0
2.3.8.4,0.0,0.0,0.0
2.3.8.3,0.0,0.0,0.0
2.3.8.2,0.0,0.0,0.0
2.3.8.1,0.0,0.0,0.0
2.3.7.9,0.0,0.0,0.0
2.3.7.8,0.0,0.0,0.0
2.3.7.7,0.0,0.0,0.0
2.3.7.6,0.0,0.0,0.0
2.3.7.5,0.0,0.0,0.0
2.3.7.4,0.0,0.0,0.0
2.3.7.3,0.0,0.0,0.0
2.3.6.4n66,0.0,0.0,0.0
2.3.6.6,0.0,0.0,0.0
2.3.6.5,0.0,0.0,0.0
2.3.6.4,0.0,0.0,0.0
2.3.6.3,0.0,0.0,0.0
2.3.6.2,0.0,0.0,0.0
2.3.6.1,0.0,0.0,0.0
2.3.8.10,0.0,0.0,0.0
2.3.8.11,0.0,0.0,0.0
2.3.8.12,0.0,0.0,0.0
2.3.9.7,0.0,0.0,0.0
3.2.6.11,0.0,0.0,0.0
3.2.7.1,0.0,0.0,0.0
3.2.7.2,0.0,0.0,0.0
3.2.7.3,0.0,0.0,0.0
3.2.7.4,0.0,0.0,0.0
2.3.9.17,0.0,0.0,0.0
2.3.9.11,0.0,0.0,0.0
2.3.9.10,0.0,0.0,0.0
2.3.9.9,0.0,0.0,0.0
2.3.9.8,0.0,0.0,0.0
3.2.8.3,0.0,0.0,0.0
2.3.8.13,0.0,0.0,0.0
2.3.9.6,0.0,0.0,0.0
2.3.9.5,0.0,0.0,0.0
3.2.8.6,0.0,0.0,0.0
2.3.9.4,0.0,0.0,0.0
2.3.9.3,0.0,0.0,0.0
2.3.9.2,0.0,0.0,0.0
3.2.8.5n79,0.0,0.0,0.0
3.2.8.8n80,0.0,0.0,0.0
3.2.9.1,0.0,0.0,0.0
2.3.9.1,0.0,0.0,0.0
2.3.5.5,0.0,0.0,0.0
2.3.5.3,0.0,0.0,0.0
2.2.8.15,0.0,0.0,0.0
2.3.5.2,0.0,0.0,0.0
3.2.5.11,0.0,0.0,0.0
3.2.5.10,0.0,0.0,0.0
3.2.5.9,0.0,0.0,0.0
3.2.5.8,0.0,0.0,0.0
3.2.5.7,0.0,0.0,0.0
3.2.5.6,0.0,0.0,0.0
2.2.9.20,0.0,0.0,0.0
2.2.9.19,0.0,0.0,0.0
2.2.9.18,0.0,0.0,0.0
2.2.9.17,0.0,0.0,0.0
2.2.9.16,0.0,0.0,0.0
2.2.9.15,0.0,0.0,0.0
2.2.9.14,0.0,0.0,0.0
2.2.9.4,0.0,0.0,0.0
2.2.9.3,0.0,0.0,0.0
2.2.9.2,0.0,0.0,0.0
2.2.9.1,0.0,0.0,0.0
2.2.8.4n65,0.0,0.0,0.0
2.2.8.20,0.0,0.0,0.0
2.2.8.19,0.0,0.0,0.0
2.2.8.18,0.0,0.0,0.0
2.2.8.17,0.0,0.0,0.0
2.2.8.16,0.0,0.0,0.0
3.2.5.12,0.0,0.0,0.0
3.2.5.13,0.0,0.0,0.0
3.2.5.14,0.0,0.0,0.0
2.3.4.1,0.0,0.0,0.0
2.3.5.1,0.0,0.0,0.0
2.3.4.10,0.0,0.0,0.0
2.3.4.9,0.0,0.0,0.0
2.3.4.8,0.0,0.0,0.0
2.3.4.7,0.0,0.0,0.0
2.3.4.6,0.0,0.0,0.0
2.3.4.5,0.0,0.0,0.0
2.3.4.4,0.0,0.0,0.0
2.3.4.3,0.0,0.0,0.0
2.3.4.2,0.0,0.0,0.0
3.2.6.8,0.0,0.0,0.0
3.2.5.15,0.0,0.0,0.0
3.2.6.7,0.0,0.0,0.0
3.2.6.6,0.0,0.0,0.0
3.2.6.5,0.0,0.0,0.0
2.3.1.8,0.022,0.022,0.0
3.2.6.4,0.0,0.0,0.0
3.2.6.3,0.0,0.0,0.0
2.3.9.18,0.0,0.0,0.0
2.3.9.19,0.0,0.0,0.0
3.2.5.14n78,0.0,0.0,0.0
2.3.9.20,0.0,0.0,0.0
0.1,0.0,0.0,0.0
